,tweet_id,airline_sentiment,text
550,570284934771974144,negative,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer"
553,570283571941924864,negative,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad
554,570283453750489088,negative,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient
555,570282089863626752,negative,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child
557,570280548922499073,negative,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis
558,570279720937529345,positive,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU"
559,570278024303775745,negative,"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward."
560,570277667519332353,negative,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable
562,570276787063816192,positive,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?
563,570276377401827329,negative,@united rude rude
564,570276018751016960,negative,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec
566,570275153860386816,negative,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...
567,570275140157640704,negative,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome
568,570275123854487552,negative,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!
569,570272997052805120,negative,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.
570,570272511050383360,negative,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes
572,570271846718775296,negative,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor."""
573,570271792314617857,negative,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.
574,570271791400112129,negative,@united I will not be flying you again
575,570271644473622528,negative,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight."
580,570270728051765248,negative,"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude."
581,570270436463759360,negative,@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.
582,570269172774649856,negative,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!
583,570269103648350208,negative,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!
585,570267915154538496,negative,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?
586,570265596220166144,negative,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.
588,570264556443824128,negative,@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.
591,570262424038699008,negative,"@united I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!"
592,570260984704700417,negative,@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk
594,570260294846451712,negative,"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it."
595,570260118043914240,negative,"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did."
598,570259311315836928,positive,@united for the record- Rozana at Newark was lovely and helpful. #choosekind
604,570257377460514816,negative,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued)
605,570254368538173440,negative,@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys
606,570252986372329472,negative,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!
607,570252965392592896,positive,@united despite my bag not making it to Newark good informative email tracking updates help!
608,570252666439385088,negative,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever
609,570252146320351232,negative,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!
610,570251549219393536,negative,@united crashed trying to check in.
614,570249806540451843,negative,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!
616,570249083790733312,negative,@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam
618,570247551368241153,negative,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.
619,570247428139569152,negative,@united ua1673 still waiting! Supposed to depart 9:08
621,570246963901427713,negative,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service
622,570245996334190592,negative,@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice
623,570245555064074240,negative,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.
624,570244711388065793,negative,@united how do I get my account number if your website says email is unavailable?
626,570241830757007360,negative,"@united I received 1 bag last night, I am still missing the other one."
627,570240043022991361,negative,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench."
630,570237261494792192,negative,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling
633,570236014238699521,negative,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,"
634,570235698608869376,negative,@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.
635,570235686470746112,negative,@united Fingers crossed &amp; its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you
636,570235387009839104,negative,"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine."
637,570235195934117889,negative,@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.
638,570234996562112512,negative,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought
640,570234650448125952,negative,".@united it will be because I'm moving to @AmericanAir because of @united talk, no service"
642,570232659282145280,negative,"@united I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better."
643,570232533272567813,negative,@united what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.
648,570229842626478081,negative,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused"
650,570229133445242880,negative,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?
